FY,CFIS/ORG Code,CBID,Leave Benefit ID,Leave Benefit Name,ending_balance
2024-2025,0509,R04,VA,VACATION,168.0
2024-2025,0509,S01,AL,ANNUAL LEAVE,7091.25
2024-2025,0509,S01,CT,COMPENSATING TIME OFF,5.5
2024-2025,0509,S01,EX,EXCESS HOURS (EX),5.0
2024-2025,0509,S01,HC,HOLIDAY CREDIT,250.0
2024-2025,0509,S01,HI,HOLIDAY INFORMAL TIME OFF,116.0
2024-2025,0509,S01,HT,HOLIDAY CREDIT-WK ON HOL,8.0
2024-2025,0509,S01,LX,PERSONAL LEAVE PROG 2020,160.0
2024-2025,0509,S01,PH,PERSONAL HOLIDAY,560.0
2024-2025,0509,S01,PT,PROFESSIONAL TRNG/DEVEL,276.0
2024-2025,0509,S01,PV,VOLUNTARY PLP,403.25
2024-2025,0509,S01,SL,SICK LEAVE,3009.25
2024-2025,0509,S01,VA,VACATION,2934.25
2024-2025,0511,E68,AL,ANNUAL LEAVE,1910.0
2024-2025,0511,E68,HI,HOLIDAY INFORMAL TIME OFF,4.0
2024-2025,0511,E68,PH,PERSONAL HOLIDAY,0.0
2024-2025,0511,E68,PT,PROFESSIONAL TRNG/DEVEL,32.0
2024-2025,0511,E68,SL,SICK LEAVE,2.25
2024-2025,0511,E79,AL,ANNUAL LEAVE,1042.25
2024-2025,0511,E79,HI,HOLIDAY INFORMAL TIME OFF,32.0
2024-2025,0511,E79,HT,HOLIDAY CREDIT-WK ON HOL,8.0
2024-2025,0511,E79,PH,PERSONAL HOLIDAY,72.0
2024-2025,0511,E79,PT,PROFESSIONAL TRNG/DEVEL,72.0
2024-2025,0511,E79,PV,VOLUNTARY PLP,133.0
2024-2025,0511,E79,SL,SICK LEAVE,725.0
2024-2025,0511,E79,VA,VACATION,471.0
2024-2025,0511,E97,AL,ANNUAL LEAVE,1363.0
2024-2025,0511,E97,HC,HOLIDAY CREDIT,8.0
2024-2025,0511,E97,HI,HOLIDAY INFORMAL TIME OFF,48.0
2024-2025,0511,E97,LX,PERSONAL LEAVE PROG 2020,152.0
2024-2025,0511,E97,PH,PERSONAL HOLIDAY,64.0
2024-2025,0511,E97,PT,PROFESSIONAL TRNG/DEVEL,113.5
2024-2025,0511,E97,PV,VOLUNTARY PLP,115.75
2024-2025,0511,E97,SL,SICK LEAVE,698.75
2024-2025,0511,E97,VA,VACATION,642.0
2024-2025,0511,E99,AL,ANNUAL LEAVE,7693.5
2024-2025,0511,E99,HI,HOLIDAY INFORMAL TIME OFF,44.5
2024-2025,0511,E99,LX,PERSONAL LEAVE PROG 2020,48.0
2024-2025,0511,E99,PH,PERSONAL HOLIDAY,72.0
2024-2025,0511,E99,PL,PERSONAL LEAVE PROGRAM,3.25
2024-2025,0511,E99,PT,PROFESSIONAL TRNG/DEVEL,80.0
2024-2025,0511,E99,SL,SICK LEAVE,1952.0
2024-2025,0511,E99,VA,VACATION,234.0
2024-2025,0511,R02,AL,ANNUAL LEAVE,60.0
2024-2025,0511,R02,HI,HOLIDAY INFORMAL TIME OFF,8.0
2024-2025,0511,R02,PH,PERSONAL HOLIDAY,0.0
2024-2025,0511,R02,PT,PROFESSIONAL TRNG/DEVEL,16.0
2024-2025,0515,E48,AL,ANNUAL LEAVE,835.5
2024-2025,0515,E48,HI,HOLIDAY INFORMAL TIME OFF,37.0
2024-2025,0515,E48,LX,PERSONAL LEAVE PROG 2020,4.0
2024-2025,0515,E48,PH,PERSONAL HOLIDAY,80.0
2024-2025,0515,E48,PT,PROFESSIONAL TRNG/DEVEL,128.0
2024-2025,0515,E48,SL,SICK LEAVE,1301.75
2024-2025,0515,E48,VA,VACATION,1152.5
2024-2025,0515,E99,AL,ANNUAL LEAVE,6911.5
2024-2025,0515,E99,HC,HOLIDAY CREDIT,32.0
2024-2025,0515,E99,HI,HOLIDAY INFORMAL TIME OFF,70.0
2024-2025,0515,E99,LX,PERSONAL LEAVE PROG 2020,130.0
2024-2025,0515,E99,PH,PERSONAL HOLIDAY,72.0
2024-2025,0515,E99,PT,PROFESSIONAL TRNG/DEVEL,112.0
2024-2025,0515,E99,SL,SICK LEAVE,452.5
2024-2025,0515,E99,VA,VACATION,189.0
2024-2025,0515,M01,AL,ANNUAL LEAVE,3056.25
2024-2025,0515,M01,HC,HOLIDAY CREDIT,24.0
2024-2025,0515,M01,HI,HOLIDAY INFORMAL TIME OFF,56.0
2024-2025,0515,M01,LX,PERSONAL LEAVE PROG 2020,1.25
2024-2025,0515,M01,PH,PERSONAL HOLIDAY,80.0
2024-2025,0515,M01,PT,PROFESSIONAL TRNG/DEVEL,80.0
2024-2025,0515,M01,PV,VOLUNTARY PLP,40.0
2024-2025,0515,M01,SL,SICK LEAVE,729.0
2024-2025,0515,M01,VA,VACATION,896.75
2024-2025,0515,R01,AL,ANNUAL LEAVE,619.0
2024-2025,0515,R01,HC,HOLIDAY CREDIT,8.0
2024-2025,0515,R01,HI,HOLIDAY INFORMAL TIME OFF,44.0
2024-2025,0515,R01,LX,PERSONAL LEAVE PROG 2020,197.0
2024-2025,0515,R01,PH,PERSONAL HOLIDAY,232.0
2024-2025,0515,R01,PT,PROFESSIONAL TRNG/DEVEL,193.0
2024-2025,0515,R01,PV,VOLUNTARY PLP,148.5
2024-2025,0515,R01,SL,SICK LEAVE,2510.5
2024-2025,0515,R01,VA,VACATION,2743.25
2024-2025,0515,R02,AL,ANNUAL LEAVE,846.0
2024-2025,0515,R02,HI,HOLIDAY INFORMAL TIME OFF,4.0
2024-2025,0515,R02,PH,PERSONAL HOLIDAY,32.0
2024-2025,0515,R02,PL,PERSONAL LEAVE PROGRAM,0.75
2024-2025,0515,R02,PT,PROFESSIONAL TRNG/DEVEL,100.0
2024-2025,0515,R02,SL,SICK LEAVE,432.0
2024-2025,0515,R04,AL,ANNUAL LEAVE,356.0
2024-2025,0515,R04,HC,HOLIDAY CREDIT,8.0
2024-2025,0515,R04,HI,HOLIDAY INFORMAL TIME OFF,2.75
2024-2025,0515,R04,PH,PERSONAL HOLIDAY,8.0
2024-2025,0515,R04,PT,PROFESSIONAL TRNG/DEVEL,32.0
2024-2025,0515,R04,SL,SICK LEAVE,199.75
2024-2025,0515,R04,VA,VACATION,116.0
2024-2025,0515,S01,AL,ANNUAL LEAVE,250.0
2024-2025,0515,S01,EX,EXCESS HOURS (EX),2.0
2024-2025,0515,S01,HI,HOLIDAY INFORMAL TIME OFF,20.0
2024-2025,0515,S01,LX,PERSONAL LEAVE PROG 2020,40.0
2024-2025,0515,S01,PH,PERSONAL HOLIDAY,56.0
2024-2025,0515,S01,PT,PROFESSIONAL TRNG/DEVEL,72.0
2024-2025,0515,S01,SL,SICK LEAVE,1999.25
2024-2025,0515,S01,VA,VACATION,2656.75
2024-2025,0521,E48,AL,ANNUAL LEAVE,1749.0
2024-2025,0521,E48,CT,COMPENSATING TIME OFF,134.5
2024-2025,0521,E48,HC,HOLIDAY CREDIT,40.0
2024-2025,0521,E48,HI,HOLIDAY INFORMAL TIME OFF,36.0
2024-2025,0521,E48,PH,PERSONAL HOLIDAY,144.0
2024-2025,0521,E48,PT,PROFESSIONAL TRNG/DEVEL,80.0
2024-2025,0521,E48,SL,SICK LEAVE,1451.0
2024-2025,0521,E48,VA,VACATION,1477.25
2024-2025,0521,E59,AL,ANNUAL LEAVE,719.0
2024-2025,0521,E59,HI,HOLIDAY INFORMAL TIME OFF,0.0
2024-2025,0521,E59,PH,PERSONAL HOLIDAY,0.0
2024-2025,0521,E59,PT,PROFESSIONAL TRNG/DEVEL,16.0
2024-2025,0521,E79,AL,ANNUAL LEAVE,598.75
2024-2025,0521,E79,HI,HOLIDAY INFORMAL TIME OFF,8.0
2024-2025,0521,E79,PH,PERSONAL HOLIDAY,0.0
2024-2025,0521,E79,SL,SICK LEAVE,84.0
2024-2025,0521,E97,AL,ANNUAL LEAVE,836.0
2024-2025,0521,E97,HC,HOLIDAY CREDIT,16.0
2024-2025,0521,E97,HI,HOLIDAY INFORMAL TIME OFF,20.0
2024-2025,0521,E97,LX,PERSONAL LEAVE PROG 2020,8.0
2024-2025,0521,E97,PH,PERSONAL HOLIDAY,80.0
2024-2025,0521,E99,AL,ANNUAL LEAVE,6439.75
2024-2025,0521,E99,HI,HOLIDAY INFORMAL TIME OFF,48.0
2024-2025,0521,E99,LD,PERSONAL LEAVE PROG 2003,80.0
2024-2025,0521,E99,LX,PERSONAL LEAVE PROG 2020,192.0
2024-2025,0521,E99,PH,PERSONAL HOLIDAY,56.0
2024-2025,0521,E99,PL,PERSONAL LEAVE PROGRAM,93.0
2024-2025,0521,E99,PT,PROFESSIONAL TRNG/DEVEL,120.0
2024-2025,0521,E99,SL,SICK LEAVE,2938.0
2024-2025,0521,M01,AL,ANNUAL LEAVE,3006.25
2024-2025,0521,M01,CT,COMPENSATING TIME OFF,1.75
2024-2025,0521,M01,EH,EXCESS HOURS (EH),5.0
2024-2025,0521,M01,HC,HOLIDAY CREDIT,74.0
2024-2025,0521,M01,HI,HOLIDAY INFORMAL TIME OFF,40.0
2024-2025,0521,M01,PH,PERSONAL HOLIDAY,112.0
2024-2025,0521,M01,PT,PROFESSIONAL TRNG/DEVEL,168.0
2024-2025,0521,M01,SL,SICK LEAVE,2435.5
2024-2025,0521,M01,VA,VACATION,1512.0
2024-2025,0521,R01,AL,ANNUAL LEAVE,2182.25
2024-2025,0521,R01,CT,COMPENSATING TIME OFF,271.5
2024-2025,0521,R01,EH,EXCESS HOURS (EH),1.0
2024-2025,0521,R01,HC,HOLIDAY CREDIT,337.0
2024-2025,0521,R01,HI,HOLIDAY INFORMAL TIME OFF,131.0
2024-2025,0521,R01,LD,PERSONAL LEAVE PROG 2003,6.75
2024-2025,0521,R01,LX,PERSONAL LEAVE PROG 2020,153.0
2024-2025,0521,R01,PH,PERSONAL HOLIDAY,504.0
2024-2025,0521,R01,PT,PROFESSIONAL TRNG/DEVEL,360.0
2024-2025,0521,R01,PV,VOLUNTARY PLP,304.75
2024-2025,0521,R01,SL,SICK LEAVE,7721.0
2024-2025,0521,R01,VA,VACATION,6697.5
2024-2025,0521,R04,HI,HOLIDAY INFORMAL TIME OFF,7.0
2024-2025,0521,R04,PH,PERSONAL HOLIDAY,16.0
2024-2025,0521,R04,SL,SICK LEAVE,546.5
2024-2025,0521,R04,VA,VACATION,209.75
2024-2025,0521,S01,AL,ANNUAL LEAVE,3417.0
2024-2025,0521,S01,HI,HOLIDAY INFORMAL TIME OFF,44.0
2024-2025,0521,S01,PH,PERSONAL HOLIDAY,80.0
2024-2025,0521,S01,PT,PROFESSIONAL TRNG/DEVEL,112.0
2024-2025,0521,S01,PV,VOLUNTARY PLP,64.0
2024-2025,0521,S01,SL,SICK LEAVE,1011.75
2024-2025,0521,S01,VA,VACATION,277.25
2024-2025,0530,E48,AL,ANNUAL LEAVE,4028.5
2024-2025,0530,E48,CT,COMPENSATING TIME OFF,33.5
2024-2025,0530,E48,HC,HOLIDAY CREDIT,16.0
2024-2025,0530,E48,HI,HOLIDAY INFORMAL TIME OFF,43.0
2024-2025,0530,E48,PH,PERSONAL HOLIDAY,112.0
2024-2025,0530,E48,PT,PROFESSIONAL TRNG/DEVEL,128.0
2024-2025,0530,E48,PV,VOLUNTARY PLP,72.0
2024-2025,0530,E48,SL,SICK LEAVE,1216.75
2024-2025,0530,E48,VA,VACATION,284.0
2024-2025,0530,E79,HI,HOLIDAY INFORMAL TIME OFF,24.0
2024-2025,0530,E79,LX,PERSONAL LEAVE PROG 2020,56.0
2024-2025,0530,E79,PH,PERSONAL HOLIDAY,16.0
2024-2025,0530,E79,SL,SICK LEAVE,1255.5
2024-2025,0530,E79,VA,VACATION,801.5
2024-2025,0530,E97,AL,ANNUAL LEAVE,30.0
2024-2025,0530,E97,PH,PERSONAL HOLIDAY,0.0
2024-2025,0530,E97,PT,PROFESSIONAL TRNG/DEVEL,8.0
2024-2025,0530,E99,AL,ANNUAL LEAVE,6537.25
2024-2025,0530,E99,HI,HOLIDAY INFORMAL TIME OFF,69.0
2024-2025,0530,E99,HT,HOLIDAY CREDIT-WK ON HOL,28.0
2024-2025,0530,E99,PH,PERSONAL HOLIDAY,136.0
2024-2025,0530,E99,PT,PROFESSIONAL TRNG/DEVEL,80.0
2024-2025,0530,E99,SL,SICK LEAVE,3350.25
2024-2025,0530,E99,VA,VACATION,2140.75
2024-2025,0530,M01,AL,ANNUAL LEAVE,7682.0
2024-2025,0530,M01,HC,HOLIDAY CREDIT,82.0
2024-2025,0530,M01,HI,HOLIDAY INFORMAL TIME OFF,160.0
2024-2025,0530,M01,HT,HOLIDAY CREDIT-WK ON HOL,8.0
2024-2025,0530,M01,LX,PERSONAL LEAVE PROG 2020,80.0
2024-2025,0530,M01,PH,PERSONAL HOLIDAY,320.0
2024-2025,0530,M01,PT,PROFESSIONAL TRNG/DEVEL,184.0
2024-2025,0530,M01,SL,SICK LEAVE,3668.75
2024-2025,0530,M01,VA,VACATION,1109.25
2024-2025,0530,M16,AL,ANNUAL LEAVE,156.0
2024-2025,0530,M16,HI,HOLIDAY INFORMAL TIME OFF,4.0
2024-2025,0530,M16,PH,PERSONAL HOLIDAY,0.0
2024-2025,0530,R01,AL,ANNUAL LEAVE,2739.25
2024-2025,0530,R01,CT,COMPENSATING TIME OFF,329.25
2024-2025,0530,R01,EX,EXCESS HOURS (EX),13.0
2024-2025,0530,R01,HC,HOLIDAY CREDIT,135.25
2024-2025,0530,R01,HI,HOLIDAY INFORMAL TIME OFF,170.0
2024-2025,0530,R01,HT,HOLIDAY CREDIT-WK ON HOL,15.0
2024-2025,0530,R01,LX,PERSONAL LEAVE PROG 2020,351.25
2024-2025,0530,R01,PH,PERSONAL HOLIDAY,440.0
2024-2025,0530,R01,PT,PROFESSIONAL TRNG/DEVEL,540.0
2024-2025,0530,R01,PV,VOLUNTARY PLP,284.5
2024-2025,0530,R01,SL,SICK LEAVE,5378.0
2024-2025,0530,R01,VA,VACATION,6009.75
2024-2025,0530,R02,AL,ANNUAL LEAVE,3482.0
2024-2025,0530,R02,HC,HOLIDAY CREDIT,40.0
2024-2025,0530,R02,HI,HOLIDAY INFORMAL TIME OFF,60.0
2024-2025,0530,R02,HT,HOLIDAY CREDIT-WK ON HOL,92.0
2024-2025,0530,R02,PH,PERSONAL HOLIDAY,48.0
2024-2025,0530,R02,PL,PERSONAL LEAVE PROGRAM,6.0
2024-2025,0530,R02,PT,PROFESSIONAL TRNG/DEVEL,312.0
2024-2025,0530,R02,SL,SICK LEAVE,116.0
2024-2025,0530,R02,VA,VACATION,141.75
2024-2025,0530,R04,HC,HOLIDAY CREDIT,23.0
2024-2025,0530,R04,HI,HOLIDAY INFORMAL TIME OFF,24.0
2024-2025,0530,R04,LX,PERSONAL LEAVE PROG 2020,28.0
2024-2025,0530,R04,PH,PERSONAL HOLIDAY,80.0
2024-2025,0530,R04,PT,PROFESSIONAL TRNG/DEVEL,40.0
2024-2025,0530,R04,SL,SICK LEAVE,447.0
2024-2025,0530,R04,VA,VACATION,696.75
2024-2025,0530,R07,AL,ANNUAL LEAVE,562.5
2024-2025,0530,R07,HI,HOLIDAY INFORMAL TIME OFF,20.0
2024-2025,0530,R07,PH,PERSONAL HOLIDAY,48.0
2024-2025,0530,R07,PT,PROFESSIONAL TRNG/DEVEL,39.0
2024-2025,0530,S01,AL,ANNUAL LEAVE,4709.25
2024-2025,0530,S01,CT,COMPENSATING TIME OFF,7.5
2024-2025,0530,S01,HC,HOLIDAY CREDIT,67.0
2024-2025,0530,S01,HI,HOLIDAY INFORMAL TIME OFF,108.0
2024-2025,0530,S01,LX,PERSONAL LEAVE PROG 2020,344.0
2024-2025,0530,S01,PH,PERSONAL HOLIDAY,248.0
2024-2025,0530,S01,PT,PROFESSIONAL TRNG/DEVEL,200.0
2024-2025,0530,S01,SL,SICK LEAVE,2862.0
2024-2025,0530,S01,VA,VACATION,2543.75
2024-2025,0530,S07,AL,ANNUAL LEAVE,681.0
2024-2025,0530,S07,EX,EXCESS HOURS (EX),12.0
2024-2025,0530,S07,HC,HOLIDAY CREDIT,208.0
2024-2025,0530,S07,HI,HOLIDAY INFORMAL TIME OFF,14.0
2024-2025,0530,S07,PH,PERSONAL HOLIDAY,24.0
2024-2025,0531,C01,LX,PERSONAL LEAVE PROG 2020,100.0
2024-2025,0531,C01,PH,PERSONAL HOLIDAY,16.0
2024-2025,0531,C01,PT,PROFESSIONAL TRNG/DEVEL,5.0
2024-2025,0531,C01,SL,SICK LEAVE,204.5
2024-2025,0531,C01,VA,VACATION,805.5
2024-2025,0531,E,AL,ANNUAL LEAVE,190.0
2024-2025,0531,E,HI,HOLIDAY INFORMAL TIME OFF,3.0
2024-2025,0531,E,PH,PERSONAL HOLIDAY,0.0
2024-2025,0531,E,SL,SICK LEAVE,390.5
2024-2025,0531,E,VA,VACATION,358.0
2024-2025,0531,E99,AL,ANNUAL LEAVE,2262.0
2024-2025,0531,E99,HI,HOLIDAY INFORMAL TIME OFF,16.0
2024-2025,0531,E99,PH,PERSONAL HOLIDAY,0.0
2024-2025,0531,E99,PL,PERSONAL LEAVE PROGRAM,1.0
2024-2025,0531,E99,PT,PROFESSIONAL TRNG/DEVEL,48.0
2024-2025,0531,E99,SL,SICK LEAVE,3.0
2024-2025,0531,M01,AL,ANNUAL LEAVE,34696.5
2024-2025,0531,M01,CT,COMPENSATING TIME OFF,0.5
2024-2025,0531,M01,HC,HOLIDAY CREDIT,994.0
2024-2025,0531,M01,HI,HOLIDAY INFORMAL TIME OFF,659.5
2024-2025,0531,M01,LD,PERSONAL LEAVE PROG 2003,533.5
2024-2025,0531,M01,LX,PERSONAL LEAVE PROG 2020,2362.25
2024-2025,0531,M01,PH,PERSONAL HOLIDAY,2280.0
2024-2025,0531,M01,PL,PERSONAL LEAVE PROGRAM,254.5
2024-2025,0531,M01,PT,PROFESSIONAL TRNG/DEVEL,939.0
2024-2025,0531,M01,PV,VOLUNTARY PLP,525.5
2024-2025,0531,M01,SL,SICK LEAVE,27474.25
2024-2025,0531,M01,VA,VACATION,20675.25
2024-2025,0531,R01,AL,ANNUAL LEAVE,31434.0
2024-2025,0531,R01,CT,COMPENSATING TIME OFF,225.0
2024-2025,0531,R01,EH,EXCESS HOURS (EH),1.5
2024-2025,0531,R01,EX,EXCESS HOURS (EX),125.25
2024-2025,0531,R01,FH,FURLOUGH HOURS,12.0
2024-2025,0531,R01,HC,HOLIDAY CREDIT,2797.5
2024-2025,0531,R01,HI,HOLIDAY INFORMAL TIME OFF,2400.5
2024-2025,0531,R01,LD,PERSONAL LEAVE PROG 2003,288.5
2024-2025,0531,R01,LP,PERSONAL LEAVE PROG 2010,18.0
2024-2025,0531,R01,LX,PERSONAL LEAVE PROG 2020,4410.5
2024-2025,0531,R01,PH,PERSONAL HOLIDAY,5712.0
2024-2025,0531,R01,PT,PROFESSIONAL TRNG/DEVEL,3611.0
2024-2025,0531,R01,PV,VOLUNTARY PLP,2224.0
2024-2025,0531,R01,SL,SICK LEAVE,73545.0
2024-2025,0531,R01,VA,VACATION,78236.75
2024-2025,0531,R02,AL,ANNUAL LEAVE,3210.0
2024-2025,0531,R02,HC,HOLIDAY CREDIT,184.0
2024-2025,0531,R02,HI,HOLIDAY INFORMAL TIME OFF,21.0
2024-2025,0531,R02,LX,PERSONAL LEAVE PROG 2020,384.0
2024-2025,0531,R02,PH,PERSONAL HOLIDAY,184.0
2024-2025,0531,R02,PL,PERSONAL LEAVE PROGRAM,12.75
2024-2025,0531,R02,PT,PROFESSIONAL TRNG/DEVEL,200.0
2024-2025,0531,R02,SL,SICK LEAVE,32.0
2024-2025,0531,R04,AL,ANNUAL LEAVE,1671.25
2024-2025,0531,R04,EX,EXCESS HOURS (EX),2.0
2024-2025,0531,R04,HC,HOLIDAY CREDIT,12.0
2024-2025,0531,R04,HI,HOLIDAY INFORMAL TIME OFF,37.0
2024-2025,0531,R04,LP,PERSONAL LEAVE PROG 2010,1.0
2024-2025,0531,R04,LX,PERSONAL LEAVE PROG 2020,4.0
2024-2025,0531,R04,PH,PERSONAL HOLIDAY,56.0
2024-2025,0531,R04,PT,PROFESSIONAL TRNG/DEVEL,16.0
2024-2025,0531,R04,SL,SICK LEAVE,744.5
2024-2025,0531,R04,VA,VACATION,1101.5
2024-2025,0531,S01,AL,ANNUAL LEAVE,12146.5
2024-2025,0531,S01,CT,COMPENSATING TIME OFF,1.0
2024-2025,0531,S01,HC,HOLIDAY CREDIT,208.0
2024-2025,0531,S01,HI,HOLIDAY INFORMAL TIME OFF,261.0
2024-2025,0531,S01,LD,PERSONAL LEAVE PROG 2003,86.0
2024-2025,0531,S01,LX,PERSONAL LEAVE PROG 2020,272.0
2024-2025,0531,S01,PH,PERSONAL HOLIDAY,744.0
2024-2025,0531,S01,PT,PROFESSIONAL TRNG/DEVEL,496.0
2024-2025,0531,S01,PV,VOLUNTARY PLP,494.25
2024-2025,0531,S01,SL,SICK LEAVE,10278.75
2024-2025,0531,S01,VA,VACATION,9151.75
2024-2025,0540,E97,AL,ANNUAL LEAVE,1756.0
2024-2025,0540,E97,HI,HOLIDAY INFORMAL TIME OFF,16.0
2024-2025,0540,E97,PH,PERSONAL HOLIDAY,88.0
2024-2025,0540,E97,PT,PROFESSIONAL TRNG/DEVEL,16.0
2024-2025,0540,E97,SL,SICK LEAVE,1492.0
2024-2025,0540,E97,VA,VACATION,896.5
2024-2025,0540,E99,AL,ANNUAL LEAVE,3927.0
2024-2025,0540,E99,HC,HOLIDAY CREDIT,7.0
2024-2025,0540,E99,HI,HOLIDAY INFORMAL TIME OFF,40.0
2024-2025,0540,E99,PH,PERSONAL HOLIDAY,152.0
2024-2025,0540,E99,PT,PROFESSIONAL TRNG/DEVEL,32.0
2024-2025,0540,E99,SL,SICK LEAVE,570.0
2024-2025,0540,M01,AL,ANNUAL LEAVE,4560.75
2024-2025,0540,M01,HC,HOLIDAY CREDIT,16.0
2024-2025,0540,M01,HI,HOLIDAY INFORMAL TIME OFF,24.0
2024-2025,0540,M01,LX,PERSONAL LEAVE PROG 2020,0.0
2024-2025,0540,M01,PH,PERSONAL HOLIDAY,32.0
2024-2025,0540,M01,PT,PROFESSIONAL TRNG/DEVEL,96.0
2024-2025,0540,M01,PV,VOLUNTARY PLP,152.0
2024-2025,0540,M01,SL,SICK LEAVE,1926.0
2024-2025,0540,M01,VA,VACATION,2213.0
2024-2025,0540,M10,AL,ANNUAL LEAVE,1792.5
2024-2025,0540,M10,HI,HOLIDAY INFORMAL TIME OFF,4.0
2024-2025,0540,M10,LD,PERSONAL LEAVE PROG 2003,96.0
2024-2025,0540,M10,LX,PERSONAL LEAVE PROG 2020,176.0
2024-2025,0540,M10,PH,PERSONAL HOLIDAY,8.0
2024-2025,0540,M10,PT,PROFESSIONAL TRNG/DEVEL,32.0
2024-2025,0540,M10,PV,VOLUNTARY PLP,76.0
2024-2025,0540,M10,SL,SICK LEAVE,208.0
2024-2025,0540,R01,AL,ANNUAL LEAVE,3634.25
2024-2025,0540,R01,CT,COMPENSATING TIME OFF,31.75
2024-2025,0540,R01,EX,EXCESS HOURS (EX),53.0
2024-2025,0540,R01,FH,FURLOUGH HOURS,2.5
2024-2025,0540,R01,HC,HOLIDAY CREDIT,104.0
2024-2025,0540,R01,HI,HOLIDAY INFORMAL TIME OFF,168.0
2024-2025,0540,R01,LX,PERSONAL LEAVE PROG 2020,279.0
2024-2025,0540,R01,PH,PERSONAL HOLIDAY,424.0
2024-2025,0540,R01,PT,PROFESSIONAL TRNG/DEVEL,441.0
2024-2025,0540,R01,PV,VOLUNTARY PLP,34.25
2024-2025,0540,R01,SL,SICK LEAVE,3281.75
2024-2025,0540,R01,VA,VACATION,2538.5
2024-2025,0540,R10,AL,ANNUAL LEAVE,532.0
2024-2025,0540,R10,EX,EXCESS HOURS (EX),8.0
2024-2025,0540,R10,HC,HOLIDAY CREDIT,8.0
2024-2025,0540,R10,HI,HOLIDAY INFORMAL TIME OFF,19.5
2024-2025,0540,R10,PH,PERSONAL HOLIDAY,40.0
2024-2025,0540,R10,PT,PROFESSIONAL TRNG/DEVEL,144.0
2024-2025,0540,R10,SL,SICK LEAVE,878.5
2024-2025,0540,R10,VA,VACATION,854.0
2024-2025,0540,S01,AL,ANNUAL LEAVE,2550.0
2024-2025,0540,S01,CT,COMPENSATING TIME OFF,0.75
2024-2025,0540,S01,EX,EXCESS HOURS (EX),8.25
2024-2025,0540,S01,FH,FURLOUGH HOURS,1.0
2024-2025,0540,S01,HC,HOLIDAY CREDIT,76.0
2024-2025,0540,S01,HI,HOLIDAY INFORMAL TIME OFF,53.0
2024-2025,0540,S01,LX,PERSONAL LEAVE PROG 2020,125.0
2024-2025,0540,S01,PH,PERSONAL HOLIDAY,80.0
2024-2025,0540,S01,PT,PROFESSIONAL TRNG/DEVEL,100.0
2024-2025,0540,S01,PV,VOLUNTARY PLP,24.0
2024-2025,0540,S01,SL,SICK LEAVE,2155.5
2024-2025,0540,S01,VA,VACATION,2177.0
2024-2025,0540,S10,AL,ANNUAL LEAVE,1292.0
2024-2025,0540,S10,EX,EXCESS HOURS (EX),22.0
2024-2025,0540,S10,HC,HOLIDAY CREDIT,50.0
2024-2025,0540,S10,HI,HOLIDAY INFORMAL TIME OFF,11.0
2024-2025,0540,S10,LX,PERSONAL LEAVE PROG 2020,0.0
2024-2025,0540,S10,PH,PERSONAL HOLIDAY,88.0
2024-2025,0540,S10,PT,PROFESSIONAL TRNG/DEVEL,48.0
2024-2025,0540,S10,PV,VOLUNTARY PLP,40.0
2024-2025,0540,S10,SL,SICK LEAVE,571.75
2024-2025,0540,S10,VA,VACATION,414.0
2024-2025,0552,E97,AL,ANNUAL LEAVE,38264.75
2024-2025,0552,E97,CT,COMPENSATING TIME OFF,121.25
2024-2025,0552,E97,EX,EXCESS HOURS (EX),87.75
2024-2025,0552,E97,FH,FURLOUGH HOURS,4.0
2024-2025,0552,E97,HC,HOLIDAY CREDIT,2635.5
2024-2025,0552,E97,HI,HOLIDAY INFORMAL TIME OFF,293.25
2024-2025,0552,E97,HT,HOLIDAY CREDIT-WK ON HOL,152.0
2024-2025,0552,E97,LD,PERSONAL LEAVE PROG 2003,163.75
2024-2025,0552,E97,LX,PERSONAL LEAVE PROG 2020,1166.5
2024-2025,0552,E97,PH,PERSONAL HOLIDAY,1296.0
2024-2025,0552,E97,PL,PERSONAL LEAVE PROGRAM,35.0
2024-2025,0552,E97,PR,PROFESSIONAL LEAVE,16.0
2024-2025,0552,E97,PT,PROFESSIONAL TRNG/DEVEL,2463.75
2024-2025,0552,E97,PV,VOLUNTARY PLP,1231.75
2024-2025,0552,E97,SL,SICK LEAVE,20022.5
2024-2025,0552,E97,VA,VACATION,16423.75
2024-2025,0552,E98,AL,ANNUAL LEAVE,16730.25
2024-2025,0552,E98,CT,COMPENSATING TIME OFF,4.25
2024-2025,0552,E98,EX,EXCESS HOURS (EX),2.0
2024-2025,0552,E98,HC,HOLIDAY CREDIT,334.5
2024-2025,0552,E98,HI,HOLIDAY INFORMAL TIME OFF,52.5
2024-2025,0552,E98,HT,HOLIDAY CREDIT-WK ON HOL,134.25
2024-2025,0552,E98,LX,PERSONAL LEAVE PROG 2020,252.0
2024-2025,0552,E98,PH,PERSONAL HOLIDAY,296.0
2024-2025,0552,E98,PL,PERSONAL LEAVE PROGRAM,13.0
2024-2025,0552,E98,PT,PROFESSIONAL TRNG/DEVEL,560.0
2024-2025,0552,E98,PV,VOLUNTARY PLP,20.25
2024-2025,0552,E98,SL,SICK LEAVE,5468.75
2024-2025,0552,E98,VA,VACATION,2034.25
2024-2025,0552,E99,AL,ANNUAL LEAVE,2375.0
2024-2025,0552,E99,HC,HOLIDAY CREDIT,208.0
